radius_um,intensity,time_index
24.86828274114912,761.6675611850579,0
74.60484822344735,755.8173097573198,0
124.3414137057456,694.8381001460104,0
174.07797918804383,642.3701666781723,0
223.81454467034206,595.4174431228452,0
273.5511101526403,530.4015393700979,0
323.2876756349385,374.45623025623024,0
373.0242411172368,231.5258261837523,0
422.760806599535,174.66101710972583,0
472.49737208183325,150.95296185462428,0
522.2339375641315,138.8797606051852,0
571.9705030464297,132.62396392316867,0
621.707068528728,129.45516761546043,0
671.4436340110262,128.58512673749752,0
721.1801994933244,126.60076884645277,0
770.9167649756226,125.70976859343888,0
820.6533304579209,125.29066999673543,0
870.3898959402192,125.9772475444626,0
920.1264614225174,124.55418246372125,0
969.8630269048156,124.08296269807568,0
1019.5995923871138,124.26588200738503,0
1069.336157869412,125.90543996280367,0
1119.0727233517102,125.86030939736781,0
24.86828274114912,870.6938063546587,1
74.60484822344735,842.8511167585367,1
124.3414137057456,765.677918062355,1
174.07797918804383,696.2572121100552,1
223.81454467034206,640.6239963732239,1
273.5511101526403,554.2827140549273,1
323.2876756349385,402.87027852910205,1
373.0242411172368,260.73361681109,1
422.760806599535,195.19194598657242,1
472.49737208183325,166.06715778943888,1
522.2339375641315,149.86429351174604,1
571.9705030464297,140.79737826753714,1
621.707068528728,134.50071830595755,1
671.4436340110262,130.8872536898387,1
721.1801994933244,129.11367084859924,1
770.9167649756226,127.6769480882671,1
820.6533304579209,126.9766219030202,1
870.3898959402192,127.64025203297838,1
920.1264614225174,125.99789449058369,1
969.8630269048156,125.2562970744027,1
1019.5995923871138,125.19150721718698,1
1069.336157869412,126.93548762059747,1
1119.0727233517102,126.95312860771185,1
24.86828274114912,903.1355732073852,2
74.60484822344735,867.7962810508984,2
124.3414137057456,782.9592458988234,2
174.07797918804383,710.3733268901826,2
223.81454467034206,647.7612173560325,2
273.5511101526403,552.3225795430697,2
323.2876756349385,411.6226787520905,2
373.0242411172368,282.3901291040743,2
422.760806599535,210.4993715696863,2
472.49737208183325,177.57967181243518,2
522.2339375641315,159.25747980969084,2
571.9705030464297,147.6926910337777,2
621.707068528728,138.91913098937252,2
671.4436340110262,133.7755653834149,2
721.1801994933244,131.02073387365382,2
770.9167649756226,129.11771183680978,2
820.6533304579209,128.10776871658177,2
870.3898959402192,128.30097000769996,2
920.1264614225174,126.63850605161939,2
969.8630269048156,125.83351585722906,2
1019.5995923871138,125.69994125545485,2
1069.336157869412,127.67307915843311,2
1119.0727233517102,127.67859616716693,2
24.86828274114912,882.4716079862602,3
74.60484822344735,851.3159317059202,3
124.3414137057456,757.4015502877265,3
174.07797918804383,688.4347055710242,3
223.81454467034206,615.3421397979026,3
273.5511101526403,525.205916374232,3
323.2876756349385,403.82748539219125,3
373.0242411172368,290.79510499772715,3
422.760806599535,221.99786523169814,3
472.49737208183325,188.15708016491325,3
522.2339375641315,168.28562225011697,3
571.9705030464297,153.69452568630243,3
621.707068528728,143.2013726193365,3
671.4436340110262,136.79271234053937,3
721.1801994933244,133.14549563302617,3
770.9167649756226,130.56950524387304,3
820.6533304579209,129.2011384778247,3
870.3898959402192,129.05169774822994,3
920.1264614225174,127.1844178541694,3
969.8630269048156,126.25853206088104,3
1019.5995923871138,126.06732544478012,3
1069.336157869412,127.95269092177148,3
1119.0727233517102,127.8894019856846,3
24.86828274114912,850.2144160583941,4
74.60484822344735,816.3319672131148,4
124.3414137057456,719.9449991411149,4
174.07797918804383,651.6012533462197,4
223.81454467034206,582.0209613342719,4
273.5511101526403,495.9418953677357,4
323.2876756349385,392.953899200958,4
373.0242411172368,293.7388747507937,4
422.760806599535,232.31303092887686,4
472.49737208183325,197.51064052243257,4
522.2339375641315,174.44461630103822,4
571.9705030464297,158.79876242650303,4
621.707068528728,147.14774555004627,4
671.4436340110262,139.62412897106097,4
721.1801994933244,135.0676348950816,4
770.9167649756226,132.0450781671427,4
820.6533304579209,130.36056974602943,4
870.3898959402192,129.655971228426,4
920.1264614225174,127.63800375688935,4
969.8630269048156,126.67754732583867,4
1019.5995923871138,126.45934038267875,4
1069.336157869412,128.46018830640475,4
1119.0727233517102,128.44216116370353,4
24.86828274114912,815.7394267926148,5
74.60484822344735,771.9547390650727,5
124.3414137057456,683.7993966331701,5
174.07797918804383,614.3422693697217,5
223.81454467034206,545.9055010081006,5
273.5511101526403,462.8051725568479,5
323.2876756349385,376.06073957838663,5
373.0242411172368,291.63615701517966,5
422.760806599535,235.30341815563597,5
472.49737208183325,201.46947154850614,5
522.2339375641315,178.9383744979586,5
571.9705030464297,163.08731172053527,5
621.707068528728,150.78715595936256,5
671.4436340110262,142.40985078499014,5
721.1801994933244,137.14320343436586,5
770.9167649756226,133.69352862068365,5
820.6533304579209,131.50529778865263,5
870.3898959402192,130.21432662873025,5
920.1264614225174,128.25605333957188,5
969.8630269048156,127.17628455847841,5
1019.5995923871138,126.9634734810339,5
1069.336157869412,129.181913286063,5
1119.0727233517102,129.1373816670515,5
24.86828274114912,765.4383319021039,6
74.60484822344735,717.3085403393228,6
124.3414137057456,637.261573477626,6
174.07797918804383,572.999371025765,6
223.81454467034206,512.6015258706052,6
273.5511101526403,434.4935892117195,6
323.2876756349385,360.26734664381723,6
373.0242411172368,287.0539252005283,6
422.760806599535,236.13146509527508,6
472.49737208183325,204.4511604117745,6
522.2339375641315,182.62760607741728,6
571.9705030464297,166.79354557104142,6
621.707068528728,154.17688579472124,6
671.4436340110262,145.19034338504446,6
721.1801994933244,139.42644378446394,6
770.9167649756226,135.58646859517896,6
820.6533304579209,132.93945339118693,6
870.3898959402192,131.20437301632018,6
920.1264614225174,129.0754061362526,6
969.8630269048156,127.8392262476812,6
1019.5995923871138,127.73548170527023,6
1069.336157869412,130.10845054050912,6
1119.0727233517102,129.84991918725467,6
24.86828274114912,686.6706204379562,7
74.60484822344735,659.8171844799198,7
124.3414137057456,580.0709009705403,7
174.07797918804383,527.1335803207769,7
223.81454467034206,473.66868684458547,7
273.5511101526403,401.69716773472464,7
323.2876756349385,340.00713563066506,7
373.0242411172368,278.0198506014954,7
422.760806599535,232.55046074363202,7
472.49737208183325,204.28786067711644,7
522.2339375641315,183.5865633140996,7
571.9705030464297,168.43289863428092,7
621.707068528728,156.29572946171075,7
671.4436340110262,147.10224329221577,7
721.1801994933244,141.1439875467229,7
770.9167649756226,137.12286249095777,7
820.6533304579209,134.15265174685985,7
870.3898959402192,131.9074877457885,7
920.1264614225174,129.85741022341796,7
969.8630269048156,128.53705607581074,7
1019.5995923871138,128.49429338704263,7
1069.336157869412,131.38875973497616,7
1119.0727233517102,130.8023551142923,7
24.86828274114912,633.4288321167883,8
74.60484822344735,606.3169339251199,8
124.3414137057456,533.51759640986,8
174.07797918804383,484.1517515398363,8
223.81454467034206,441.9908614786271,8
273.5511101526403,375.93493062097036,8
323.2876756349385,324.11873722461957,8
373.0242411172368,268.4510553461686,8
422.760806599535,228.54098376186596,8
472.49737208183325,203.19638694144675,8
522.2339375641315,183.72585919064917,8
571.9705030464297,169.53628107063412,8
621.707068528728,157.72951110099447,8
671.4436340110262,148.51785229294947,8
721.1801994933244,142.57307048221753,8
770.9167649756226,138.44230496744797,8
820.6533304579209,135.30122120129695,8
870.3898959402192,132.75108456814468,8
920.1264614225174,130.6148706763089,8
969.8630269048156,129.38392597724783,8
1019.5995923871138,129.5204766700235,8
1069.336157869412,132.52917586888296,8
1119.0727233517102,132.03948279842993,8
24.86828274114912,585.0437419493345,9
74.60484822344735,569.7079783807001,9
124.3414137057456,502.4615434166452,9
174.07797918804383,459.1078767517316,9
223.81454467034206,418.18850884623185,9
273.5511101526403,359.49501925432793,9
323.2876756349385,310.85115933351227,9
373.0242411172368,260.4944431917018,9
422.760806599535,225.28610632156685,9
472.49737208183325,201.12513740417032,9
522.2339375641315,182.9812886517552,9
571.9705030464297,169.4664312273732,9
621.707068528728,158.26719907919403,9
671.4436340110262,149.19979245290668,9
721.1801994933244,143.45727397209578,9
770.9167649756226,139.53899656705917,9
820.6533304579209,136.2399614591026,9
870.3898959402192,133.4573591000432,9
920.1264614225174,131.29513599801834,9
969.8630269048156,130.01174485394364,9
1019.5995923871138,130.5375125881168,9
1069.336157869412,133.9413576659305,9
1119.0727233517102,133.16993765873931,9
24.86828274114912,552.4943108630314,10
74.60484822344735,536.0593814875797,10
124.3414137057456,473.5481619857425,10
174.07797918804383,432.251114128142,10
223.81454467034206,397.69410410279045,10
273.5511101526403,343.12447715592344,10
323.2876756349385,297.7678814031755,10
373.0242411172368,252.83036433334408,10
422.760806599535,220.87446236049794,10
472.49737208183325,198.87031024378115,10
522.2339375641315,182.052373367966,10
571.9705030464297,169.25122601938756,10
621.707068528728,158.29548465788665,10
671.4436340110262,149.69412544438183,10
721.1801994933244,144.23677648865697,10
770.9167649756226,140.44070657429296,10
820.6533304579209,137.19121166115704,10
870.3898959402192,134.24448325727272,10
920.1264614225174,131.95733935169577,10
969.8630269048156,130.7994323134345,10
1019.5995923871138,131.4408358509567,10
1069.336157869412,134.97884458909684,10
1119.0727233517102,133.7910413299469,10
24.86828274114912,512.6572026620868,11
74.60484822344735,497.17529887608276,11
124.3414137057456,445.2488512410891,11
174.07797918804383,408.3836589425562,11
223.81454467034206,375.30926020925546,11
273.5511101526403,328.5182318230847,11
323.2876756349385,286.0257882022588,11
373.0242411172368,243.5138249095341,11
422.760806599535,215.4308347701966,11
472.49737208183325,195.5067070189865,11
522.2339375641315,179.90781356655836,11
571.9705030464297,168.22406569269805,11
621.707068528728,157.81116176593747,11
671.4436340110262,149.58589287813498,11
721.1801994933244,144.4259534251138,11
770.9167649756226,140.8164283991956,11
820.6533304579209,137.55078618993437,11
870.3898959402192,134.5889392829643,11
920.1264614225174,132.23878265775838,11
969.8630269048156,131.11647632031827,11
1019.5995923871138,132.09369754951325,11
1069.336157869412,135.89648959665234,11
1119.0727233517102,134.35372893096283,11
24.86828274114912,476.86979390296267,12
74.60484822344735,462.14874006729184,12
124.3414137057456,418.1536545563858,12
174.07797918804383,384.45629779628905,12
223.81454467034206,355.8604466661099,12
273.5511101526403,314.3230773736023,12
323.2876756349385,274.94149443561207,12
373.0242411172368,235.22718308296376,12
422.760806599535,210.62378498209446,12
472.49737208183325,192.57850758584053,12
522.2339375641315,178.28750642331772,12
571.9705030464297,167.05717533536094,12
621.707068528728,157.4103835474651,12
671.4436340110262,149.52301664835767,12
721.1801994933244,144.53769521853374,12
770.9167649756226,140.9943521784632,12
820.6533304579209,137.8139228991883,12
870.3898959402192,135.1545486130674,12
920.1264614225174,132.75319438806054,12
969.8630269048156,131.60339047448764,12
1019.5995923871138,132.73023665659616,12
1069.336157869412,136.6122282924561,12
1119.0727233517102,135.28977141537752,12
24.86828274114912,439.4545942464577,13
74.60484822344735,430.54696112821244,13
124.3414137057456,392.66032165249504,13
174.07797918804383,364.2564450683051,13
223.81454467034206,336.398372722826,13
273.5511101526403,298.72136132247215,13
323.2876756349385,264.4228687052217,13
373.0242411172368,227.28723956375924,13
422.760806599535,205.36344746133102,13
472.49737208183325,188.93451507984278,13
522.2339375641315,175.63863245328554,13
571.9705030464297,165.39938004616977,13
621.707068528728,156.31647980690562,13
671.4436340110262,149.0504619138923,13
721.1801994933244,144.26664677473076,13
770.9167649756226,140.85941349163144,13
820.6533304579209,137.87297034315978,13
870.3898959402192,135.40129960373355,13
920.1264614225174,132.98870868969883,13
969.8630269048156,131.94697494580157,13
1019.5995923871138,133.0403658945955,13
1069.336157869412,137.14925026153668,13
1119.0727233517102,135.65042715308243,13
24.86828274114912,406.1366466294547,14
74.60484822344735,403.5820924905147,14
124.3414137057456,372.0321115691832,14
174.07797918804383,346.3406048891241,14
223.81454467034206,321.6028620512759,14
273.5511101526403,284.8685092903963,14
323.2876756349385,254.15822269939918,14
373.0242411172368,219.77877639260237,14
422.760806599535,200.28820635251466,14
472.49737208183325,185.53061605106774,14
522.2339375641315,173.71376929232295,14
571.9705030464297,164.19051676046115,14
621.707068528728,155.6387769257364,14
671.4436340110262,148.69013056820071,14
721.1801994933244,144.13936151511788,14
770.9167649756226,140.8360515960316,14
820.6533304579209,137.9988653255533,14
870.3898959402192,135.67332901384117,14
920.1264614225174,133.1899018117014,14
969.8630269048156,132.297420825604,14
1019.5995923871138,133.35083081570997,14
1069.336157869412,137.57654306637218,14
1119.0727233517102,135.80743477256985,14
24.86828274114912,391.30066552168313,15
74.60484822344735,385.216192998783,15
124.3414137057456,356.9400820235335,15
174.07797918804383,333.7182348835247,15
223.81454467034206,310.2817611338447,15
273.5511101526403,275.70151155015645,15
323.2876756349385,245.97201907790142,15
373.0242411172368,213.85748800051542,15
422.760806599535,195.61421957797273,15
472.49737208183325,182.48705928230518,15
522.2339375641315,171.2196761880901,15
571.9705030464297,162.62534808213454,15
621.707068528728,154.6759183901357,15
671.4436340110262,148.13318483446903,15
721.1801994933244,143.89647172569482,15
770.9167649756226,140.83039383114703,15
820.6533304579209,138.05305712356858,15
870.3898959402192,135.71935508103743,15
920.1264614225174,133.70112087413045,15
969.8630269048156,132.63684822206827,15
1019.5995923871138,133.7096341054045,15
1069.336157869412,138.04533302336395,15
1119.0727233517102,136.00669591318402,15
24.86828274114912,372.678456419064,16
74.60484822344735,368.487203808433,16
124.3414137057456,344.18169715709007,16
174.07797918804383,323.11496421750235,16
223.81454467034206,300.19847055033944,16
273.5511101526403,267.3127059041725,16
323.2876756349385,238.41015010426776,16
373.0242411172368,208.62972149742114,16
422.760806599535,191.23845298772824,16
472.49737208183325,179.4143120748948,16
522.2339375641315,169.55591546019076,16
571.9705030464297,161.50691729358408,16
621.707068528728,154.27273937626563,16
671.4436340110262,147.97659420084236,16
721.1801994933244,143.91653945079753,16
770.9167649756226,140.89870711620543,16
820.6533304579209,138.18271428073368,16
870.3898959402192,136.05049110748024,16
920.1264614225174,134.2835900999773,16
969.8630269048156,133.07397805243278,16
1019.5995923871138,134.0586396441759,16
1069.336157869412,138.09049168894572,16
1119.0727233517102,136.31147540983608,16
24.86828274114912,348.4677436668098,17
74.60484822344735,347.58803421862694,17
124.3414137057456,329.4506570471528,17
174.07797918804383,309.2503777680619,17
223.81454467034206,286.9238794574152,17
273.5511101526403,258.01485682491494,17
323.2876756349385,229.37965849730557,17
373.0242411172368,202.16131029718633,17
422.760806599535,186.39416791405347,17
472.49737208183325,175.6269049375076,17
522.2339375641315,166.61490772153095,17
571.9705030464297,159.13662092484228,17
621.707068528728,152.59279460744418,17
671.4436340110262,146.8165458002116,17
721.1801994933244,143.08557927167757,17
770.9167649756226,140.40575073518627,17
820.6533304579209,137.8351647655059,17
870.3898959402192,135.79496966965274,17
920.1264614225174,133.76831139520962,17
969.8630269048156,132.94286257068146,17
1019.5995923871138,134.0852844914401,17
1069.336157869412,137.8186097872835,17
1119.0727233517102,136.23389517432463,17
